"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"MARUTI","EQ","28-Feb-2024","11,500.65","11,471.00","11,498.95","11,130.00","11,160.00","11,152.80","11,276.73","3,58,812","4,04,62,26,321.85","60,022","1,88,173","52.44"
"MARUTI","EQ","29-Feb-2024","11,152.80","11,155.00","11,349.00","11,129.50","11,300.00","11,288.35","11,278.93","9,43,841","10,64,55,17,435.90","87,508","6,53,512","69.24"
"MARUTI","EQ","01-Mar-2024","11,288.35","11,295.00","11,675.00","11,295.00","11,635.15","11,620.95","11,524.30","4,87,355","5,61,64,27,564.25","79,404","2,84,425","58.36"
"MARUTI","EQ","02-Mar-2024","11,620.95","11,650.00","11,679.95","11,530.70","11,545.00","11,567.20","11,605.30","16,113","18,69,96,160.50","3,154","7,597","47.15"
"MARUTI","EQ","04-Mar-2024","11,567.20","11,600.00","11,677.30","11,544.15","11,597.00","11,594.15","11,593.19","3,69,936","4,28,87,38,837.50","56,575","2,59,069","70.03"
"MARUTI","EQ","05-Mar-2024","11,594.15","11,596.05","11,730.00","11,561.80","11,682.00","11,670.60","11,652.20","3,20,702","3,73,68,83,368.25","53,127","1,80,268","56.21"
"MARUTI","EQ","06-Mar-2024","11,670.60","11,670.60","11,679.00","11,518.40","11,577.85","11,567.05","11,581.33","6,39,542","7,40,67,44,061.20","59,593","4,94,472","77.32"
"MARUTI","EQ","07-Mar-2024","11,567.05","11,571.05","11,633.50","11,421.15","11,504.55","11,510.05","11,521.69","2,55,325","2,94,17,75,830.90","49,633","1,28,237","50.23"
"MARUTI","EQ","11-Mar-2024","11,510.05","11,515.15","11,555.90","11,350.05","11,400.00","11,395.55","11,419.11","5,25,344","5,99,89,63,418.35","73,992","3,84,299","73.15"
"MARUTI","EQ","12-Mar-2024","11,395.55","11,400.00","11,575.90","11,381.00","11,502.00","11,509.90","11,504.19","2,83,816","3,26,50,73,047.55","57,764","1,33,081","46.89"
"MARUTI","EQ","13-Mar-2024","11,509.90","11,510.00","11,554.85","11,267.60","11,397.35","11,390.15","11,381.49","3,85,204","4,38,41,94,903.05","74,934","2,26,103","58.70"
"MARUTI","EQ","14-Mar-2024","11,390.15","11,401.75","11,460.00","11,302.05","11,374.00","11,404.60","11,401.41","5,23,058","5,96,35,99,571.85","87,175","2,87,384","54.94"
"MARUTI","EQ","15-Mar-2024","11,404.60","11,380.00","11,521.05","11,314.05","11,392.00","11,476.65","11,442.14","9,72,333","11,12,55,72,703.55","1,18,142","6,85,183","70.47"
"MARUTI","EQ","18-Mar-2024","11,476.65","11,436.65","11,665.40","11,366.30","11,630.00","11,636.30","11,518.27","3,11,049","3,58,27,46,048.05","49,651","1,82,763","58.76"
"MARUTI","EQ","19-Mar-2024","11,636.30","11,542.10","11,679.95","11,456.15","11,592.45","11,597.05","11,570.35","4,09,259","4,73,52,69,810.60","64,104","2,50,597","61.23"
"MARUTI","EQ","20-Mar-2024","11,597.05","11,651.15","12,025.00","11,651.15","11,925.25","11,941.15","11,931.75","10,31,037","12,30,20,75,906.50","1,49,226","5,20,820","50.51"
"MARUTI","EQ","21-Mar-2024","11,941.15","11,999.00","12,000.00","11,825.35","11,897.90","11,908.15","11,909.11","5,44,311","6,48,22,57,651.95","93,682","2,86,921","52.71"
"MARUTI","EQ","22-Mar-2024","11,908.15","11,890.05","12,427.30","11,890.05","12,304.00","12,337.70","12,231.52","10,62,263","12,99,30,89,605.70","1,58,758","4,48,499","42.22"
"MARUTI","EQ","26-Mar-2024","12,337.70","12,285.55","12,321.90","12,141.20","12,285.70","12,250.55","12,246.13","5,07,568","6,21,57,42,733.55","83,198","2,75,104","54.20"
"MARUTI","EQ","27-Mar-2024","12,250.55","12,290.00","12,722.70","12,285.70","12,560.00","12,510.35","12,558.32","8,78,986","11,03,85,84,403.15","1,31,094","3,74,449","42.60"
"MARUTI","EQ","28-Mar-2024","12,510.35","12,569.95","12,726.80","12,385.50","12,607.00","12,600.35","12,581.50","8,60,324","10,82,41,66,248.25","1,40,600","3,91,816","45.54"
"MARUTI","EQ","01-Apr-2024","12,600.35","12,613.35","12,689.00","12,506.15","12,595.35","12,569.60","12,589.00","3,14,676","3,96,14,57,536.20","54,715","1,41,125","44.85"
"MARUTI","EQ","02-Apr-2024","12,569.60","12,624.95","12,648.00","12,462.25","12,540.90","12,552.45","12,537.96","3,33,508","4,18,15,09,273.65","46,838","1,44,143","43.22"
"MARUTI","EQ","03-Apr-2024","12,552.45","12,450.00","12,525.50","12,412.55","12,450.00","12,427.85","12,460.56","2,71,935","3,38,84,62,032.10","54,532","1,41,592","52.07"
"MARUTI","EQ","04-Apr-2024","12,427.85","12,490.00","12,649.00","12,318.05","12,570.00","12,567.25","12,479.53","4,91,166","6,12,95,21,883.55","1,04,953","1,66,440","33.89"
"MARUTI","EQ","05-Apr-2024","12,567.25","12,492.00","12,557.90","12,384.50","12,424.15","12,421.60","12,457.94","2,31,600","2,88,52,58,331.45","44,321","95,401","41.19"
"MARUTI","EQ","08-Apr-2024","12,421.60","12,450.00","12,927.65","12,450.00","12,835.05","12,865.10","12,797.32","5,70,422","7,29,98,75,492.15","95,474","2,51,521","44.09"
"MARUTI","EQ","09-Apr-2024","12,865.10","12,865.10","12,985.70","12,780.00","12,868.25","12,888.00","12,884.82","3,14,466","4,05,18,37,111.50","64,082","1,11,459","35.44"
"MARUTI","EQ","10-Apr-2024","12,888.00","12,933.00","12,958.00","12,600.90","12,675.00","12,682.75","12,734.87","4,64,239","5,91,20,23,282.40","75,887","2,14,024","46.10"
"MARUTI","EQ","12-Apr-2024","12,682.75","12,660.00","12,660.00","12,225.00","12,269.00","12,266.55","12,432.13","9,73,366","12,10,10,14,755.30","1,59,549","5,73,411","58.91"
"MARUTI","EQ","15-Apr-2024","12,266.55","12,199.50","12,510.00","12,032.95","12,410.00","12,422.85","12,308.01","8,31,257","10,23,11,21,977.70","1,30,235","3,69,251","44.42"
"MARUTI","EQ","16-Apr-2024","12,422.85","12,308.00","12,549.90","12,275.35","12,510.00","12,502.70","12,458.12","5,79,183","7,21,55,33,288.35","1,00,252","2,90,341","50.13"
"MARUTI","EQ","18-Apr-2024","12,502.70","12,570.00","12,602.00","12,320.05","12,420.00","12,405.00","12,499.91","6,79,117","8,48,89,04,261.25","1,37,181","3,35,326","49.38"
"MARUTI","EQ","19-Apr-2024","12,405.00","12,399.90","12,759.40","12,225.00","12,690.00","12,710.95","12,508.19","6,35,535","7,94,93,92,946.75","1,06,592","2,10,181","33.07"
"MARUTI","EQ","22-Apr-2024","12,710.95","12,783.15","12,879.15","12,659.00","12,798.95","12,785.50","12,781.92","3,42,212","4,37,41,26,526.45","54,006","1,43,827","42.03"
"MARUTI","EQ","23-Apr-2024","12,785.50","12,845.00","13,024.50","12,776.30","12,975.00","12,996.25","12,919.70","3,97,281","5,13,27,50,795.35","56,174","1,78,167","44.85"
"MARUTI","EQ","24-Apr-2024","12,996.25","13,000.00","13,073.95","12,900.00","12,905.00","12,944.05","12,985.22","2,96,364","3,84,83,50,962.55","55,824","1,23,947","41.82"
"MARUTI","EQ","25-Apr-2024","12,944.05","12,964.00","12,980.70","12,740.35","12,906.85","12,922.50","12,864.09","6,40,725","8,24,23,45,878.60","1,09,507","2,71,137","42.32"
"MARUTI","EQ","26-Apr-2024","12,922.50","12,922.00","13,045.00","12,660.00","12,760.00","12,703.35","12,806.25","7,04,626","9,02,36,17,924.10","1,22,451","2,95,984","42.01"
"MARUTI","EQ","29-Apr-2024","12,703.35","12,800.05","12,994.80","12,603.00","12,698.05","12,689.85","12,727.29","6,13,937","7,81,37,55,770.95","97,692","2,29,079","37.31"
"MARUTI","EQ","30-Apr-2024","12,689.85","12,786.00","12,996.00","12,740.20","12,800.00","12,817.50","12,868.49","5,28,776","6,80,45,48,414.40","82,164","2,38,097","45.03"
"MARUTI","EQ","02-May-2024","12,817.50","12,750.00","12,844.15","12,514.80","12,771.00","12,805.35","12,750.93","8,14,923","10,39,10,29,836.10","1,55,560","3,39,143","41.62"
"MARUTI","EQ","03-May-2024","12,805.35","12,817.95","12,830.00","12,411.40","12,479.00","12,492.15","12,574.38","8,34,990","10,49,94,83,656.90","1,69,996","4,36,659","52.30"
"MARUTI","EQ","06-May-2024","12,492.15","12,550.00","12,646.40","12,372.50","12,455.00","12,439.30","12,494.98","3,42,231","4,27,61,67,937.90","58,057","1,69,861","49.63"
"MARUTI","EQ","07-May-2024","12,439.30","12,472.40","12,508.50","12,239.00","12,392.00","12,364.05","12,346.13","6,04,375","7,46,16,92,345.00","48,921","4,43,944","73.46"
