"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"MARUTI","EQ","20-Jan-2022","8,015.70","8,000.00","8,140.00","7,997.55","8,048.00","8,036.35","8,070.80","5,22,850","4,21,98,19,715.40","86,492","1,88,548","36.06"
"MARUTI","EQ","21-Jan-2022","8,036.35","7,970.00","8,244.00","7,856.05","8,180.00","8,189.60","8,149.06","10,41,476","8,48,70,50,939.20","99,619","4,64,284","44.58"
"MARUTI","EQ","24-Jan-2022","8,189.60","8,189.00","8,332.80","7,952.80","8,038.45","8,052.30","8,137.00","11,53,538","9,38,63,43,804.80","1,47,137","5,37,695","46.61"
"MARUTI","EQ","25-Jan-2022","8,052.30","7,990.00","8,664.00","7,887.90","8,650.10","8,602.60","8,358.73","21,62,832","18,07,85,38,691.25","2,29,372","7,12,872","32.96"
"MARUTI","EQ","27-Jan-2022","8,602.60","8,656.00","8,971.65","8,400.05","8,801.00","8,820.20","8,669.56","28,99,559","25,13,78,95,081.35","2,72,736","10,31,182","35.56"
"MARUTI","EQ","28-Jan-2022","8,820.20","8,795.00","8,930.00","8,522.35","8,537.15","8,550.95","8,690.84","10,45,088","9,08,26,94,526.70","1,24,804","3,46,637","33.17"
"MARUTI","EQ","31-Jan-2022","8,550.95","8,625.00","8,720.00","8,552.80","8,584.95","8,597.30","8,649.14","5,61,419","4,85,57,92,761.70","71,011","1,93,611","34.49"
"MARUTI","EQ","01-Feb-2022","8,597.30","8,693.00","8,790.80","8,351.00","8,567.95","8,559.40","8,574.32","8,19,689","7,02,82,71,780.45","95,010","2,55,204","31.13"
"MARUTI","EQ","02-Feb-2022","8,559.40","8,579.70","8,683.00","8,440.25","8,530.00","8,515.25","8,545.64","5,80,433","4,96,01,69,942.45","88,013","2,10,042","36.19"
"MARUTI","EQ","03-Feb-2022","8,515.25","8,550.00","8,798.00","8,522.70","8,579.00","8,593.65","8,679.83","8,10,019","7,03,08,27,258.15","1,10,587","1,45,605","17.98"
"MARUTI","EQ","04-Feb-2022","8,593.65","8,639.90","8,680.00","8,492.10","8,534.10","8,550.55","8,554.22","4,04,421","3,45,95,05,532.10","53,568","1,39,754","34.56"
"MARUTI","EQ","07-Feb-2022","8,550.55","8,545.00","8,615.00","8,400.00","8,505.00","8,511.65","8,481.50","4,46,099","3,78,35,90,528.15","69,565","1,18,693","26.61"
"MARUTI","EQ","08-Feb-2022","8,511.65","8,616.70","8,789.10","8,436.05","8,604.85","8,599.45","8,606.22","9,98,182","8,59,05,74,058.30","1,11,099","2,71,811","27.23"
"MARUTI","EQ","09-Feb-2022","8,599.45","8,622.00","8,989.80","8,622.00","8,960.75","8,949.45","8,872.05","14,03,525","12,45,21,47,437.05","1,38,958","5,52,702","39.38"
"MARUTI","EQ","10-Feb-2022","8,949.45","9,050.00","9,050.00","8,789.90","8,799.00","8,805.45","8,863.21","8,11,887","7,19,59,27,011.55","96,059","3,41,625","42.08"
"MARUTI","EQ","11-Feb-2022","8,805.45","8,738.00","8,865.00","8,673.30","8,732.00","8,737.15","8,776.48","6,71,572","5,89,40,40,940.05","77,804","2,29,313","34.15"
"MARUTI","EQ","14-Feb-2022","8,737.15","8,500.00","8,615.05","8,325.00","8,361.00","8,366.40","8,441.82","9,95,540","8,40,41,70,767.90","1,05,940","4,50,692","45.27"
"MARUTI","EQ","15-Feb-2022","8,366.40","8,410.00","8,664.25","8,356.50","8,610.00","8,622.70","8,497.26","6,82,766","5,80,16,43,588.40","87,718","2,11,964","31.04"
"MARUTI","EQ","16-Feb-2022","8,622.70","8,720.00","8,736.40","8,544.00","8,566.00","8,582.95","8,617.72","4,22,704","3,64,27,45,459.55","53,955","1,10,602","26.17"
"MARUTI","EQ","17-Feb-2022","8,582.95","8,575.00","8,658.30","8,525.00","8,541.00","8,552.45","8,574.04","3,05,313","2,61,77,64,682.70","33,791","53,201","17.43"
"MARUTI","EQ","18-Feb-2022","8,552.45","8,550.00","8,645.95","8,520.05","8,544.05","8,569.10","8,592.96","3,85,273","3,31,06,33,883.20","52,373","1,38,062","35.83"
"MARUTI","EQ","21-Feb-2022","8,569.10","8,544.05","8,724.25","8,443.60","8,606.00","8,612.70","8,610.76","6,26,049","5,39,07,60,636.15","70,754","2,21,789","35.43"
"MARUTI","EQ","22-Feb-2022","8,612.70","8,495.00","8,659.80","8,384.85","8,642.00","8,622.80","8,522.96","6,20,828","5,29,12,94,242.25","96,897","2,55,565","41.17"
"MARUTI","EQ","23-Feb-2022","8,622.80","8,690.00","8,789.95","8,655.20","8,690.00","8,698.85","8,731.99","5,57,954","4,87,20,47,841.45","85,991","2,10,776","37.78"
"MARUTI","EQ","24-Feb-2022","8,698.85","8,402.00","8,587.25","8,155.00","8,195.00","8,210.15","8,334.67","9,47,351","7,89,58,54,502.15","1,41,883","4,00,535","42.28"
"MARUTI","EQ","25-Feb-2022","8,210.15","8,260.00","8,466.00","8,209.55","8,355.40","8,356.10","8,333.04","13,44,343","11,20,24,65,978.50","1,29,963","6,20,734","46.17"
"MARUTI","EQ","28-Feb-2022","8,356.10","8,300.00","8,339.95","8,114.10","8,304.90","8,314.15","8,241.60","9,61,303","7,92,26,72,680.90","1,22,221","4,97,971","51.80"
"MARUTI","EQ","02-Mar-2022","8,314.15","8,197.70","8,199.00","7,764.00","7,815.15","7,814.20","7,918.44","17,83,011","14,11,86,69,484.45","2,02,170","8,69,422","48.76"
"MARUTI","EQ","03-Mar-2022","7,814.20","7,924.00","7,939.95","7,558.50","7,608.00","7,595.55","7,701.54","10,50,154","8,08,78,03,108.30","1,32,535","3,59,985","34.28"
"MARUTI","EQ","04-Mar-2022","7,595.55","7,482.00","7,519.20","7,130.00","7,235.00","7,247.30","7,261.25","25,11,658","18,23,77,73,165.65","2,59,318","12,21,039","48.61"
"MARUTI","EQ","07-Mar-2022","7,247.30","6,992.00","7,029.85","6,730.00","6,775.95","6,769.05","6,821.03","24,69,925","16,84,74,42,411.00","2,85,790","13,48,983","54.62"
"MARUTI","EQ","08-Mar-2022","6,769.05","6,705.00","6,855.00","6,536.55","6,803.00","6,806.30","6,646.61","28,40,376","18,87,88,62,134.95","2,36,017","14,13,290","49.76"
"MARUTI","EQ","09-Mar-2022","6,806.30","6,874.00","7,078.10","6,777.00","7,021.35","7,026.85","6,918.36","18,27,539","12,64,35,76,266.30","1,74,151","8,13,220","44.50"
"MARUTI","EQ","10-Mar-2022","7,026.85","7,255.00","7,399.85","7,177.30","7,195.75","7,211.80","7,270.31","15,35,070","11,16,04,38,439.10","1,49,607","6,09,171","39.68"
"MARUTI","EQ","11-Mar-2022","7,211.80","7,200.00","7,200.00","7,080.00","7,099.00","7,102.55","7,118.54","10,24,452","7,29,25,97,779.40","1,16,914","4,60,164","44.92"
"MARUTI","EQ","14-Mar-2022","7,102.55","7,050.00","7,335.00","7,012.00","7,298.60","7,316.75","7,186.66","10,23,874","7,35,82,36,560.15","1,24,653","3,94,933","38.57"
"MARUTI","EQ","15-Mar-2022","7,316.75","7,321.00","7,620.00","7,318.00","7,408.00","7,420.10","7,492.90","15,86,111","11,88,45,69,028.75","1,64,532","5,15,898","32.53"
"MARUTI","EQ","16-Mar-2022","7,420.10","7,570.00","7,595.75","7,440.00","7,479.70","7,485.80","7,497.48","5,84,457","4,38,19,54,669.35","60,391","1,31,592","22.52"
"MARUTI","EQ","17-Mar-2022","7,485.80","7,574.00","7,741.95","7,530.00","7,686.00","7,693.00","7,665.99","11,33,271","8,68,76,43,495.80","1,10,232","4,93,430","43.54"
"MARUTI","EQ","21-Mar-2022","7,693.00","7,844.00","7,940.00","7,650.00","7,672.00","7,705.55","7,841.59","13,54,525","10,62,16,24,882.65","1,47,370","3,78,430","27.94"
"MARUTI","EQ","22-Mar-2022","7,705.55","7,714.95","7,809.00","7,536.65","7,763.95","7,766.65","7,686.40","10,93,502","8,40,50,93,322.25","1,13,852","2,53,712","23.20"
"MARUTI","EQ","23-Mar-2022","7,766.65","7,800.00","7,862.80","7,611.00","7,631.00","7,644.85","7,683.62","8,08,597","6,21,29,52,229.90","94,741","2,15,844","26.69"
"MARUTI","EQ","24-Mar-2022","7,644.85","7,599.30","7,655.00","7,526.35","7,533.00","7,556.95","7,592.16","5,65,485","4,29,32,53,390.20","68,889","1,85,329","32.77"
"MARUTI","EQ","25-Mar-2022","7,556.95","7,515.00","7,542.30","7,385.00","7,429.00","7,415.45","7,435.39","6,86,637","5,10,54,15,005.00","78,438","1,90,539","27.75"
"MARUTI","EQ","28-Mar-2022","7,415.45","7,425.00","7,539.00","7,413.00","7,482.00","7,477.35","7,470.94","5,99,515","4,47,89,39,398.45","59,165","1,86,405","31.09"
"MARUTI","EQ","29-Mar-2022","7,477.35","7,535.00","7,563.10","7,401.00","7,462.00","7,439.15","7,492.26","4,46,257","3,34,34,72,722.45","53,410","1,13,360","25.40"
"MARUTI","EQ","30-Mar-2022","7,439.15","7,521.00","7,629.95","7,490.00","7,587.80","7,598.60","7,587.36","5,89,206","4,47,05,18,305.60","66,368","1,80,901","30.70"
"MARUTI","EQ","31-Mar-2022","7,598.60","7,598.55","7,652.75","7,528.00","7,563.25","7,561.30","7,576.32","4,34,317","3,29,05,25,644.05","55,841","1,63,798","37.71"
"MARUTI","EQ","01-Apr-2022","7,561.30","7,574.00","7,729.00","7,517.35","7,670.00","7,700.05","7,631.34","4,49,386","3,42,94,17,143.80","57,135","1,11,801","24.88"
"MARUTI","EQ","04-Apr-2022","7,700.05","7,650.00","7,794.00","7,631.65","7,769.00","7,774.80","7,718.17","4,91,029","3,78,98,45,804.35","57,286","1,69,247","34.47"
"MARUTI","EQ","05-Apr-2022","7,774.80","7,781.00","7,900.00","7,730.00","7,739.95","7,761.85","7,826.44","4,88,132","3,82,03,36,476.80","66,985","1,66,619","34.13"
"MARUTI","EQ","06-Apr-2022","7,761.85","7,739.00","7,849.00","7,675.00","7,740.00","7,744.20","7,755.53","3,93,628","3,05,27,95,449.45","49,080","1,11,901","28.43"
"MARUTI","EQ","07-Apr-2022","7,744.20","7,659.75","7,748.00","7,621.05","7,647.45","7,640.50","7,681.01","4,58,566","3,52,22,50,465.95","68,809","1,98,206","43.22"
"MARUTI","EQ","08-Apr-2022","7,640.50","7,708.80","7,730.50","7,515.40","7,570.90","7,557.95","7,586.29","8,49,846","6,44,71,75,236.30","95,928","4,73,609","55.73"
"MARUTI","EQ","11-Apr-2022","7,557.95","7,614.85","7,616.55","7,485.00","7,569.00","7,565.40","7,546.25","4,96,254","3,74,48,55,773.75","75,935","2,05,266","41.36"
"MARUTI","EQ","12-Apr-2022","7,565.40","7,540.00","7,711.50","7,500.00","7,605.00","7,618.35","7,619.12","5,98,047","4,55,65,91,025.85","80,645","1,71,008","28.59"
"MARUTI","EQ","13-Apr-2022","7,618.35","7,618.35","7,704.95","7,440.00","7,445.00","7,469.50","7,551.81","5,27,991","3,98,72,88,239.70","76,062","2,03,603","38.56"
"MARUTI","EQ","18-Apr-2022","7,469.50","7,374.50","7,599.00","7,355.00","7,579.50","7,573.50","7,500.98","5,51,783","4,13,89,14,923.40","72,417","1,89,590","34.36"
"MARUTI","EQ","19-Apr-2022","7,573.50","7,580.00","7,678.00","7,350.00","7,373.65","7,435.10","7,565.19","4,25,990","3,22,26,96,872.50","61,187","1,70,347","39.99"
"MARUTI","EQ","20-Apr-2022","7,435.10","7,499.00","7,699.00","7,472.60","7,696.10","7,666.70","7,630.03","5,42,622","4,14,02,22,001.35","66,115","1,37,048","25.26"
"MARUTI","EQ","21-Apr-2022","7,666.70","7,709.80","7,899.80","7,686.05","7,871.00","7,879.20","7,797.04","7,72,708","6,02,48,38,044.85","81,006","2,69,098","34.83"
"MARUTI","EQ","22-Apr-2022","7,879.20","7,789.00","8,016.65","7,731.00","7,900.00","7,904.50","7,925.54","9,60,818","7,61,50,02,212.25","1,11,790","2,46,048","25.61"
"MARUTI","EQ","25-Apr-2022","7,904.50","7,810.00","7,998.00","7,810.00","7,901.00","7,912.35","7,939.42","7,01,521","5,56,96,67,940.90","83,026","2,06,932","29.50"
"MARUTI","EQ","26-Apr-2022","7,912.35","8,000.00","8,067.50","7,830.00","7,888.00","7,906.75","7,941.16","8,01,963","6,36,85,18,523.80","85,041","2,97,027","37.04"
"MARUTI","EQ","27-Apr-2022","7,906.75","7,851.00","7,865.00","7,720.00","7,770.00","7,788.40","7,792.56","5,70,519","4,44,58,01,321.80","59,020","2,36,803","41.51"
"MARUTI","EQ","28-Apr-2022","7,788.40","7,844.00","7,940.00","7,766.70","7,908.70","7,888.15","7,880.30","5,61,932","4,42,81,90,137.05","65,937","1,94,516","34.62"
"MARUTI","EQ","29-Apr-2022","7,888.15","7,918.00","7,946.50","7,626.00","7,681.00","7,717.80","7,823.78","11,62,749","9,09,70,95,810.55","1,12,350","3,25,903","28.03"
"MARUTI","EQ","02-May-2022","7,717.80","7,665.00","7,750.00","7,544.30","7,631.00","7,634.75","7,652.73","5,44,053","4,16,34,93,248.10","64,426","1,86,532","34.29"
"MARUTI","EQ","04-May-2022","7,634.75","7,650.00","7,747.00","7,356.50","7,409.95","7,397.90","7,571.47","5,99,211","4,53,69,11,096.95","79,168","2,28,360","38.11"
"MARUTI","EQ","05-May-2022","7,397.90","7,450.00","7,538.00","7,380.15","7,393.45","7,407.65","7,460.57","5,24,174","3,91,06,35,069.75","67,052","2,08,402","39.76"
"MARUTI","EQ","06-May-2022","7,407.65","7,314.00","7,359.90","7,156.65","7,277.00","7,279.25","7,279.51","6,50,559","4,73,57,50,867.40","82,648","2,83,655","43.60"
"MARUTI","EQ","09-May-2022","7,279.25","7,201.50","7,424.50","7,130.00","7,363.50","7,360.30","7,270.37","5,70,578","4,14,83,10,443.30","86,351","2,04,396","35.82"
"MARUTI","EQ","10-May-2022","7,360.30","7,350.15","7,575.00","7,350.15","7,486.35","7,515.90","7,503.14","6,63,616","4,97,92,06,614.50","86,150","2,32,151","34.98"
"MARUTI","EQ","11-May-2022","7,515.90","7,519.00","7,559.55","7,346.60","7,385.00","7,396.45","7,426.96","6,05,312","4,49,56,26,729.70","83,944","2,32,820","38.46"
"MARUTI","EQ","12-May-2022","7,396.45","7,221.50","7,323.95","7,210.80","7,270.00","7,253.65","7,266.95","5,71,754","4,15,49,10,396.10","1,01,051","2,33,993","40.93"
"MARUTI","EQ","13-May-2022","7,253.65","7,340.00","7,340.00","7,062.35","7,125.00","7,101.95","7,225.46","7,03,097","5,08,01,98,049.20","1,02,940","2,80,955","39.96"
"MARUTI","EQ","16-May-2022","7,101.95","7,157.00","7,305.35","7,150.00","7,262.00","7,247.60","7,253.43","3,69,545","2,68,04,69,304.45","62,720","1,02,521","27.74"
"MARUTI","EQ","17-May-2022","7,247.60","7,280.00","7,584.65","7,255.05","7,540.00","7,532.80","7,451.50","8,11,448","6,04,65,01,215.35","1,07,701","3,55,213","43.78"
"MARUTI","EQ","18-May-2022","7,532.80","7,566.00","7,640.15","7,509.60","7,565.00","7,566.55","7,580.72","5,76,970","4,37,38,48,642.30","70,181","2,54,996","44.20"
"MARUTI","EQ","19-May-2022","7,566.55","7,450.00","7,525.00","7,385.05","7,397.00","7,404.55","7,433.10","3,63,255","2,70,01,12,476.40","48,746","1,11,337","30.65"
"MARUTI","EQ","20-May-2022","7,404.55","7,520.55","7,648.90","7,450.00","7,600.00","7,586.60","7,588.43","7,42,204","5,63,21,65,612.75","76,935","3,26,834","44.04"
"MARUTI","EQ","23-May-2022","7,586.60","7,800.10","7,954.85","7,776.10","7,891.15","7,897.45","7,887.53","11,61,175","9,15,88,07,647.05","1,52,371","3,47,057","29.89"
"MARUTI","EQ","24-May-2022","7,897.45","7,919.00","7,941.95","7,791.30","7,799.60","7,802.65","7,846.36","5,81,609","4,56,35,16,191.30","58,967","2,60,111","44.72"
"MARUTI","EQ","25-May-2022","7,802.65","7,840.00","7,859.50","7,696.05","7,782.10","7,787.25","7,756.97","4,54,335","3,52,42,64,510.95","48,202","1,69,543","37.32"
"MARUTI","EQ","26-May-2022","7,787.25","7,800.00","7,839.95","7,620.00","7,816.00","7,805.00","7,739.64","4,76,799","3,69,02,51,081.80","62,657","1,14,559","24.03"
"MARUTI","EQ","27-May-2022","7,805.00","7,925.00","7,965.90","7,833.00","7,935.00","7,942.95","7,909.07","4,31,411","3,41,20,59,284.75","53,387","1,15,636","26.80"
"MARUTI","EQ","30-May-2022","7,942.95","7,980.20","8,060.00","7,951.00","8,008.00","8,013.90","8,018.90","3,89,517","3,12,34,96,167.35","53,232","1,15,223","29.58"
"MARUTI","EQ","31-May-2022","8,013.90","8,013.90","8,100.00","7,900.00","7,999.70","7,966.35","7,973.65","24,94,005","19,88,63,18,261.55","1,14,303","14,45,488","57.96"
"MARUTI","EQ","01-Jun-2022","7,966.35","7,975.05","8,068.90","7,880.10","7,930.00","7,939.40","7,958.64","5,22,004","4,15,44,40,191.20","55,488","1,80,450","34.57"
"MARUTI","EQ","02-Jun-2022","7,939.40","7,925.00","7,972.00","7,855.60","7,917.10","7,925.40","7,911.20","3,52,848","2,79,14,50,518.35","47,573","1,09,618","31.07"
"MARUTI","EQ","03-Jun-2022","7,925.40","7,950.00","7,995.00","7,681.00","7,704.00","7,705.05","7,817.47","5,91,905","4,62,72,00,329.20","68,235","2,50,480","42.32"
"MARUTI","EQ","06-Jun-2022","7,705.05","7,690.00","7,776.90","7,591.45","7,725.25","7,710.55","7,684.79","6,06,990","4,66,45,90,803.95","51,055","2,57,099","42.36"
"MARUTI","EQ","07-Jun-2022","7,710.55","7,615.05","7,820.00","7,555.00","7,815.00","7,809.40","7,700.49","9,91,192","7,63,26,61,367.70","80,801","4,46,372","45.03"
"MARUTI","EQ","08-Jun-2022","7,809.40","7,824.00","7,921.00","7,720.70","7,885.05","7,892.45","7,832.62","8,13,596","6,37,25,89,698.75","1,06,960","3,65,930","44.98"
"MARUTI","EQ","09-Jun-2022","7,892.45","7,848.00","8,010.00","7,830.10","7,924.00","7,929.85","7,935.68","6,87,937","5,45,92,47,887.80","80,203","2,54,691","37.02"
"MARUTI","EQ","10-Jun-2022","7,929.85","7,826.00","7,988.20","7,826.00","7,922.00","7,935.10","7,935.34","4,42,921","3,51,47,26,745.25","50,733","1,57,881","35.65"
"MARUTI","EQ","13-Jun-2022","7,935.10","7,849.95","7,967.35","7,793.75","7,901.40","7,901.60","7,891.94","5,65,826","4,46,54,64,840.55","84,579","1,98,189","35.03"
"MARUTI","EQ","14-Jun-2022","7,901.60","7,805.00","7,901.40","7,750.00","7,802.75","7,811.65","7,834.51","5,53,462","4,33,61,04,630.75","65,570","2,32,727","42.05"
"MARUTI","EQ","15-Jun-2022","7,811.65","7,816.00","7,929.00","7,816.00","7,840.00","7,853.45","7,871.43","6,04,566","4,75,88,00,363.50","59,478","2,91,959","48.29"
"MARUTI","EQ","16-Jun-2022","7,853.45","7,938.00","8,025.00","7,805.00","7,814.25","7,833.60","7,928.05","13,19,566","10,46,15,85,488.85","1,03,351","5,60,605","42.48"
"MARUTI","EQ","17-Jun-2022","7,833.60","7,805.00","7,849.70","7,646.15","7,684.15","7,688.15","7,718.53","13,17,656","10,17,03,69,447.85","1,25,851","6,88,174","52.23"
"MARUTI","EQ","20-Jun-2022","7,688.15","7,699.80","7,784.10","7,626.00","7,669.90","7,660.95","7,702.39","10,43,423","8,03,68,49,300.30","90,767","5,88,672","56.42"
"MARUTI","EQ","21-Jun-2022","7,660.95","7,714.95","7,840.00","7,625.15","7,784.95","7,780.60","7,778.85","9,54,884","7,42,78,96,750.05","97,203","5,77,545","60.48"
"MARUTI","EQ","22-Jun-2022","7,780.60","7,750.00","7,869.00","7,716.60","7,780.00","7,782.75","7,804.31","7,96,824","6,21,86,60,495.40","85,926","3,52,455","44.23"
"MARUTI","EQ","23-Jun-2022","7,782.75","7,810.00","8,317.80","7,803.00","8,300.30","8,271.00","8,131.25","16,76,430","13,63,14,66,291.15","1,65,434","5,46,965","32.63"
"MARUTI","EQ","24-Jun-2022","8,271.00","8,310.00","8,390.00","8,238.30","8,360.00","8,363.20","8,309.16","11,56,788","9,61,19,41,929.05","1,26,098","4,40,274","38.06"
