"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"MARUTI","EQ","24-Sep-2021","6,846.70","6,850.00","7,037.80","6,848.00","6,953.30","6,952.25","6,914.88","16,49,962","11,40,92,93,128.50","94,067","8,02,803","48.66"
"MARUTI","EQ","27-Sep-2021","6,952.25","6,974.00","7,448.00","6,974.00","7,400.00","7,403.45","7,279.90","26,46,138","19,26,36,08,353.75","2,52,643","9,38,516","35.47"
"MARUTI","EQ","28-Sep-2021","7,403.45","7,448.00","7,521.55","7,333.50","7,400.00","7,423.85","7,433.52","13,46,961","10,01,26,56,031.85","1,57,632","4,79,556","35.60"
"MARUTI","EQ","29-Sep-2021","7,423.85","7,390.50","7,465.00","7,291.00","7,382.00","7,384.05","7,372.24","6,43,556","4,74,44,52,005.25","81,531","2,45,736","38.18"
"MARUTI","EQ","30-Sep-2021","7,384.05","7,384.75","7,408.05","7,301.05","7,320.05","7,338.05","7,347.22","6,25,717","4,59,72,81,699.70","82,903","3,86,633","61.79"
"MARUTI","EQ","01-Oct-2021","7,338.05","7,220.00","7,220.00","7,090.00","7,152.00","7,162.30","7,156.29","9,01,588","6,45,20,25,168.30","99,315","3,34,664","37.12"
"MARUTI","BL","04-Oct-2021","6,673.55","7,162.30","7,162.30","7,162.30","7,162.30","7,162.30","7,162.30","1,27,042","90,99,12,916.60","1","-","-"
"MARUTI","EQ","04-Oct-2021","7,162.30","7,180.00","7,214.95","7,131.80","7,154.95","7,170.30","7,171.65","4,66,994","3,34,91,16,023.95","54,266","2,58,497","55.35"
"MARUTI","EQ","05-Oct-2021","7,170.30","7,164.80","7,300.00","7,155.65","7,250.00","7,258.25","7,255.64","5,46,004","3,96,16,10,932.30","67,008","2,14,801","39.34"
"MARUTI","EQ","06-Oct-2021","7,258.25","7,270.90","7,281.50","7,164.25","7,193.50","7,199.25","7,217.79","7,26,695","5,24,51,33,706.50","63,528","4,76,939","65.63"
"MARUTI","EQ","07-Oct-2021","7,199.25","7,234.95","7,555.00","7,225.25","7,495.00","7,492.50","7,467.25","16,46,727","12,29,65,18,879.05","1,50,776","6,64,388","40.35"
"MARUTI","EQ","08-Oct-2021","7,492.50","7,548.70","7,571.95","7,401.15","7,409.30","7,430.00","7,476.49","6,30,622","4,71,48,41,448.20","56,059","3,72,117","59.01"
"MARUTI","EQ","11-Oct-2021","7,430.00","7,420.20","7,814.80","7,419.80","7,680.00","7,700.80","7,692.98","10,69,536","8,22,79,23,709.05","95,503","5,27,841","49.35"
"MARUTI","EQ","12-Oct-2021","7,700.80","7,687.90","7,750.00","7,630.05","7,690.00","7,693.80","7,693.24","4,06,814","3,12,97,19,433.45","61,729","1,79,193","44.05"
"MARUTI","EQ","13-Oct-2021","7,693.80","7,740.00","7,749.95","7,436.55","7,495.00","7,482.15","7,586.43","10,84,436","8,22,69,97,979.50","97,387","6,20,864","57.25"
"MARUTI","EQ","14-Oct-2021","7,482.15","7,540.00","7,560.00","7,445.00","7,498.15","7,496.90","7,500.84","8,31,546","6,23,72,89,463.50","83,141","5,78,890","69.62"
"MARUTI","EQ","18-Oct-2021","7,496.90","7,405.00","7,705.30","7,405.00","7,650.05","7,657.00","7,633.77","9,13,963","6,97,69,80,267.55","72,232","5,23,569","57.29"
"MARUTI","EQ","19-Oct-2021","7,657.00","7,670.20","7,768.60","7,585.00","7,613.10","7,655.65","7,677.23","6,58,869","5,05,82,87,231.80","66,791","3,39,649","51.55"
"MARUTI","EQ","20-Oct-2021","7,655.65","7,615.00","7,667.35","7,515.00","7,609.20","7,590.75","7,579.95","4,88,082","3,69,96,39,594.05","45,076","2,76,471","56.64"
"MARUTI","EQ","21-Oct-2021","7,590.75","7,650.00","7,650.00","7,485.00","7,565.60","7,575.25","7,570.24","5,63,128","4,26,30,15,836.50","46,786","3,13,562","55.68"
"MARUTI","EQ","22-Oct-2021","7,575.25","7,600.00","7,625.00","7,386.55","7,410.00","7,408.90","7,471.64","2,24,520","1,67,75,31,538.05","31,638","62,554","27.86"
"MARUTI","EQ","25-Oct-2021","7,408.90","7,355.00","7,396.05","7,219.65","7,256.00","7,260.60","7,285.22","2,48,058","1,80,71,56,570.60","39,214","76,016","30.64"
"MARUTI","EQ","26-Oct-2021","7,260.60","7,265.00","7,337.95","7,210.20","7,294.00","7,297.35","7,275.61","2,92,203","2,12,59,55,587.65","35,450","1,32,268","45.27"
"MARUTI","EQ","27-Oct-2021","7,297.35","7,285.00","7,461.25","7,244.00","7,350.00","7,356.25","7,353.54","12,18,064","8,95,70,84,048.10","1,26,817","2,76,867","22.73"
"MARUTI","EQ","28-Oct-2021","7,356.25","7,250.00","7,529.70","7,235.05","7,365.00","7,369.70","7,415.34","9,61,511","7,12,99,31,436.90","1,41,959","3,59,014","37.34"
"MARUTI","EQ","29-Oct-2021","7,369.70","7,350.00","7,550.00","7,294.85","7,456.05","7,482.40","7,484.02","8,19,875","6,13,59,59,228.80","88,409","4,40,283","53.70"
"MARUTI","EQ","01-Nov-2021","7,482.40","7,401.00","7,666.00","7,401.00","7,602.65","7,615.55","7,580.31","10,05,690","7,62,34,38,017.25","74,955","6,51,868","64.82"
"MARUTI","EQ","02-Nov-2021","7,615.55","7,647.95","7,910.00","7,630.80","7,790.00","7,791.75","7,828.89","13,02,733","10,19,89,54,222.30","1,16,675","4,61,267","35.41"
"MARUTI","EQ","03-Nov-2021","7,791.75","7,791.75","7,842.25","7,711.60","7,727.00","7,734.25","7,782.19","6,56,492","5,10,89,45,765.55","52,652","3,88,537","59.18"
"MARUTI","EQ","04-Nov-2021","7,734.25","7,774.70","7,819.95","7,735.50","7,760.05","7,747.40","7,762.55","53,365","41,42,48,232.65","7,684","17,523","32.84"
"MARUTI","EQ","08-Nov-2021","7,747.40","7,759.95","7,882.60","7,672.00","7,697.95","7,684.60","7,746.18","4,28,433","3,31,87,19,889.00","44,304","2,02,529","47.27"
"MARUTI","EQ","09-Nov-2021","7,684.60","7,709.00","7,764.50","7,538.70","7,583.05","7,577.55","7,605.20","6,32,879","4,81,31,70,272.50","52,807","3,28,438","51.90"
"MARUTI","EQ","10-Nov-2021","7,577.55","7,570.00","7,580.00","7,460.00","7,514.90","7,511.65","7,508.27","5,62,432","4,22,28,91,357.30","53,959","3,48,183","61.91"
"MARUTI","EQ","11-Nov-2021","7,511.65","7,512.00","7,567.50","7,442.00","7,468.00","7,453.45","7,491.24","4,86,991","3,64,81,68,537.45","63,248","2,70,578","55.56"
"MARUTI","EQ","12-Nov-2021","7,453.45","7,530.00","7,544.00","7,442.00","7,479.00","7,479.85","7,475.84","3,49,666","2,61,40,48,200.40","32,755","2,00,436","57.32"
"MARUTI","EQ","15-Nov-2021","7,479.85","7,452.00","7,579.85","7,452.00","7,503.10","7,503.10","7,509.68","3,14,414","2,36,11,49,776.30","35,157","1,55,358","49.41"
"MARUTI","EQ","16-Nov-2021","7,503.10","7,545.00","8,128.75","7,535.05","8,049.55","8,050.35","7,944.21","26,19,355","20,80,86,98,928.20","2,39,335","6,35,851","24.28"
"MARUTI","EQ","17-Nov-2021","8,050.35","8,035.00","8,350.00","8,015.05","8,240.00","8,274.75","8,214.14","23,77,268","19,52,72,09,332.10","2,13,201","8,55,292","35.98"
"MARUTI","EQ","18-Nov-2021","8,274.75","8,234.00","8,368.00","8,001.10","8,099.75","8,117.15","8,181.17","13,37,493","10,94,22,56,532.85","1,44,331","3,24,076","24.23"
"MARUTI","EQ","22-Nov-2021","8,117.15","8,158.00","8,187.85","7,806.55","7,880.00","7,864.40","7,921.33","6,72,298","5,32,54,91,495.75","76,787","2,53,711","37.74"
"MARUTI","EQ","23-Nov-2021","7,864.40","7,849.10","7,953.95","7,805.00","7,844.75","7,854.00","7,873.82","5,67,198","4,46,60,12,226.55","78,030","2,39,283","42.19"
"MARUTI","EQ","24-Nov-2021","7,854.00","7,865.50","7,897.95","7,636.60","7,636.60","7,669.45","7,717.48","5,71,078","4,40,72,83,241.80","73,284","2,58,529","45.27"
"MARUTI","EQ","25-Nov-2021","7,669.45","7,640.00","7,719.40","7,435.00","7,571.00","7,572.50","7,531.22","10,07,618","7,58,85,88,260.40","61,483","6,50,123","64.52"
"MARUTI","EQ","26-Nov-2021","7,572.50","7,520.00","7,520.00","7,130.00","7,150.00","7,170.50","7,280.55","11,54,876","8,40,81,28,599.20","1,26,991","5,60,500","48.53"
"MARUTI","EQ","29-Nov-2021","7,170.50","7,166.00","7,210.00","6,990.70","7,137.50","7,149.50","7,134.95","7,33,010","5,22,99,88,255.85","82,351","3,43,132","46.81"
"MARUTI","EQ","30-Nov-2021","7,149.50","7,149.50","7,250.00","7,015.55","7,055.00","7,067.80","7,146.03","12,87,938","9,20,36,38,120.90","1,05,865","7,69,059","59.71"
"MARUTI","EQ","01-Dec-2021","7,067.80","7,191.00","7,380.00","7,130.05","7,300.50","7,273.25","7,261.18","16,69,583","12,12,31,36,350.00","1,47,857","5,43,269","32.54"
"MARUTI","EQ","02-Dec-2021","7,273.25","7,285.00","7,355.45","7,245.65","7,306.45","7,324.95","7,292.46","6,18,573","4,51,09,16,342.55","66,146","1,98,162","32.04"
"MARUTI","EQ","03-Dec-2021","7,324.95","7,305.00","7,329.00","7,148.75","7,200.00","7,208.70","7,240.20","6,03,798","4,37,16,20,439.60","61,913","2,02,101","33.47"
"MARUTI","EQ","06-Dec-2021","7,208.70","7,193.00","7,200.00","7,021.00","7,050.05","7,042.85","7,080.91","6,09,507","4,31,58,66,085.45","68,413","1,78,862","29.35"
"MARUTI","EQ","07-Dec-2021","7,042.85","7,129.00","7,261.80","7,091.20","7,190.00","7,186.60","7,189.89","6,37,151","4,58,10,43,445.30","64,247","2,28,168","35.81"
"MARUTI","EQ","08-Dec-2021","7,186.60","7,225.00","7,497.85","7,151.10","7,415.55","7,434.90","7,322.85","9,30,339","6,81,27,32,913.20","1,01,965","1,89,467","20.37"
"MARUTI","EQ","09-Dec-2021","7,434.90","7,469.00","7,469.00","7,325.00","7,405.00","7,421.75","7,408.75","6,15,037","4,55,66,52,787.65","71,922","2,12,228","34.51"
"MARUTI","EQ","10-Dec-2021","7,421.75","7,380.00","7,475.00","7,357.95","7,416.00","7,425.65","7,429.33","4,31,682","3,20,71,08,751.85","40,531","1,40,362","32.52"
"MARUTI","EQ","13-Dec-2021","7,425.65","7,485.00","7,575.90","7,425.00","7,498.95","7,516.40","7,514.08","8,83,009","6,63,50,01,195.30","83,445","4,48,035","50.74"
"MARUTI","EQ","14-Dec-2021","7,516.40","7,516.80","7,556.30","7,457.80","7,498.75","7,493.15","7,511.53","7,49,704","5,63,14,24,505.50","57,755","3,76,246","50.19"
"MARUTI","EQ","15-Dec-2021","7,493.15","7,476.00","7,640.00","7,453.05","7,561.00","7,567.95","7,556.16","5,29,018","3,99,73,46,813.55","60,380","1,63,433","30.89"
"MARUTI","EQ","16-Dec-2021","7,567.95","7,591.50","7,621.00","7,406.00","7,472.00","7,450.80","7,467.16","5,95,582","4,44,73,08,458.75","60,215","2,76,775","46.47"
"MARUTI","EQ","17-Dec-2021","7,450.80","7,480.00","7,480.00","7,241.00","7,300.90","7,296.60","7,283.66","10,81,907","7,88,02,45,259.30","81,779","5,45,008","50.37"
"MARUTI","EQ","20-Dec-2021","7,296.60","7,200.00","7,321.55","7,035.85","7,291.85","7,286.60","7,161.74","8,67,425","6,21,22,75,278.35","87,806","4,52,014","52.11"
"MARUTI","EQ","21-Dec-2021","7,286.60","7,306.50","7,404.95","7,284.00","7,295.00","7,315.15","7,340.52","4,15,744","3,05,17,78,650.25","49,228","1,36,412","32.81"
"MARUTI","EQ","22-Dec-2021","7,315.15","7,305.50","7,454.00","7,305.50","7,407.00","7,423.75","7,402.43","3,68,978","2,73,13,34,470.40","53,903","1,31,845","35.73"
"MARUTI","EQ","23-Dec-2021","7,423.75","7,481.00","7,500.00","7,355.00","7,369.00","7,387.15","7,414.01","2,49,919","1,85,29,01,817.90","34,812","69,616","27.86"
"MARUTI","EQ","24-Dec-2021","7,387.15","7,441.00","7,449.85","7,252.15","7,287.95","7,317.10","7,335.79","3,57,447","2,62,21,57,313.00","39,510","62,060","17.36"
"MARUTI","EQ","27-Dec-2021","7,317.10","7,277.10","7,330.00","7,186.20","7,280.00","7,289.50","7,279.08","1,90,180","1,38,43,35,634.25","24,395","31,301","16.46"
"MARUTI","EQ","28-Dec-2021","7,289.50","7,320.00","7,359.00","7,255.10","7,305.00","7,297.45","7,307.20","2,14,533","1,56,76,35,808.95","25,835","61,553","28.69"
"MARUTI","EQ","29-Dec-2021","7,297.45","7,297.70","7,365.00","7,240.45","7,350.00","7,350.05","7,318.86","2,87,776","2,10,61,93,318.55","26,514","1,00,564","34.95"
"MARUTI","EQ","30-Dec-2021","7,350.05","7,350.00","7,395.15","7,255.40","7,273.00","7,282.25","7,314.25","2,96,041","2,16,53,18,597.80","31,764","1,23,559","41.74"
"MARUTI","EQ","31-Dec-2021","7,282.25","7,290.05","7,449.50","7,290.05","7,420.00","7,426.45","7,412.34","3,13,398","2,32,30,13,729.65","36,924","95,572","30.50"
"MARUTI","EQ","03-Jan-2022","7,426.45","7,420.00","7,605.95","7,420.00","7,529.95","7,523.90","7,529.53","4,56,599","3,43,79,75,801.75","46,690","94,358","20.67"
"MARUTI","EQ","04-Jan-2022","7,523.90","7,600.00","7,649.00","7,520.00","7,615.00","7,630.10","7,606.66","4,95,182","3,76,66,82,263.10","51,866","1,32,092","26.68"
"MARUTI","EQ","05-Jan-2022","7,630.10","7,624.85","7,808.00","7,605.60","7,771.90","7,775.35","7,730.63","7,10,043","5,48,90,83,028.45","75,781","3,20,998","45.21"
"MARUTI","EQ","06-Jan-2022","7,775.35","7,782.00","7,899.45","7,683.95","7,872.00","7,882.10","7,835.89","7,39,981","5,79,84,09,397.60","72,448","2,56,188","34.62"
"MARUTI","EQ","07-Jan-2022","7,882.10","7,882.10","7,944.80","7,835.50","7,911.00","7,906.00","7,890.89","5,23,116","4,12,78,52,063.50","53,377","2,46,323","47.09"
"MARUTI","EQ","10-Jan-2022","7,906.00","7,950.00","8,232.00","7,924.15","8,118.90","8,125.60","8,135.69","8,27,930","6,73,57,79,745.20","1,03,098","2,26,323","27.34"
"MARUTI","EQ","11-Jan-2022","8,125.60","8,100.00","8,162.45","8,069.30","8,138.00","8,143.85","8,114.04","6,88,923","5,58,99,47,764.55","79,062","4,14,854","60.22"
"MARUTI","EQ","12-Jan-2022","8,143.85","8,200.00","8,200.00","8,115.00","8,138.00","8,170.75","8,160.54","2,88,174","2,35,16,55,311.45","40,617","1,28,185","44.48"
"MARUTI","EQ","13-Jan-2022","8,170.75","8,175.00","8,260.00","7,952.00","8,066.00","8,077.05","8,083.00","6,84,931","5,53,62,95,377.95","64,397","2,84,024","41.47"
"MARUTI","EQ","14-Jan-2022","8,077.05","7,951.00","8,145.00","7,951.00","8,081.05","8,084.20","8,087.33","2,99,536","2,42,24,46,883.60","36,320","96,620","32.26"
"MARUTI","EQ","17-Jan-2022","8,084.20","8,124.80","8,368.90","8,100.10","8,261.00","8,265.50","8,289.21","8,62,249","7,14,73,61,747.00","94,522","2,97,268","34.48"
"MARUTI","EQ","18-Jan-2022","8,265.50","8,248.95","8,248.95","7,891.50","7,929.00","7,915.15","8,016.06","7,85,199","6,29,42,03,850.80","92,055","3,23,818","41.24"
"MARUTI","EQ","19-Jan-2022","7,915.15","7,929.00","8,060.00","7,860.00","8,055.00","8,015.70","7,935.61","6,81,632","5,40,91,63,990.70","76,718","3,31,483","48.63"
